article_id,article_url,title,datetime,text,author_id,author,status,postanon
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"Feature Request",1275345827,"Hey, thanks for the plugin, works great for some things I need.

I do, however, have a feature request. I am looking into adding it myself, but I am a ruby nubi. I would like to somehow specify it to be able to lookup relations and display their data. For ex:

I have a table for Users and their favorite colors are listed in Colors. The Users has a color_id column to link it. Currently it will just display the value of color_id. I would like for it to show color_id.name instead. Not sure how hard this would be to add, but if you can steer me in the right area of your code to try to add something like this, I would appreciate it.",2,Eric,2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"Re: Feature Request",1276572863,"Did you get a response to this? Now that my grid is working, I have a couple of different relations I'd like to indicate on the grid. Alternatively I'd like to add a column which let the user go to a full edit page for the row, as I already have the relationships working there.",2,Anita,2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"pluralize and tableize seem to get the name wrong",1276053678,"Hi, I am trying to implement gridify on a fairly simple application.
The first thing I'm trying to gridify is called 'person' and has a table name of people. Gridify tries to turn this into peoples, so the js includes this:
jQuery(document).ready(function(){ grid = jQuery(""#peoples_grid"").jqGrid({""url"":""/peoples"",""restful"":true,""postData"":{""gri d"":""grid""},..... etc
but there is no url called /peoples, just one called people.
Any thoughts on this?

thanks, Anita",2,"Anita Graham",2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"basic ununderstanding here: can you help?",1276239382,"As mentioned in my previous post I am trying to gridify a table called People, which has persons as records. Having 'fixed' the previous problem (by removing one of tableize and pluralize) I have a very basic problem: no data gets added to my grid.
1. The grid appears on the page
2. The pager has the correct information in it: I return 49 records and the pager indicates that it is page 1 of 5. If I change the rows/page, the pager changes the total number of pages.
BUT
3. The rhs of the pager says 'No records to view'.
4. Using Firebug I can see my data returned as XML in the Response.

What happens to it after that? 

I can't seem to track down what is going on after that.

THank you for any insight you can offer.

Anita",2,"Anita Graham",2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"Problem solved...",1276500432,"I fixed my own problems in the end. They were all related to the pluralize.tableize issue (which I think is still an issue), but after that it was all to do with me.  

Thanks for Gridify, which is now making my page look beautiful.",2,Anita,2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,relations,1276579418,"How does gridify deal with simple relationships like ""has one"" and ""belongs to""?
",2,Anita,2,0
210,Gridify_-_A_Ruby_wrapper_and_Rails_plugin_for_jqGrid,"Gridify - A Ruby wrapper and Rails plugin for jqGrid",1276610766,"Hi Anita, I'm on vacation through next week and we can have a conversation after that about your questions. And feel free to email me directly rather than using these comments :) jonathan at parkerhill com",3,linoj,2,0
209,jqGrid_for_RESTful_Rails,"jqGrid for RESTful Rails",1279884265,"Have these changes been committed to the jqGrid project yet?",2,stevev,2,0
204,stack_level_too_deep,"stack level too deep",1255520435,"Very helpful pointer, thanks.",2,"Uri Lewin",2,0
201,SaasRamp_Screencast,"SaasRamp Screencast",1253919627,"<p>by the way, if you're using the state_machine gem you'll need to use this fork (at least until it gets merged)</p>
<pre>
http://github.com/joelind/state_machine/commit/50aa5d730c9f244e2914ab36d0f89b07f   5f3d8a5
</pre>
<p>
Just add to environment.rb:</p>
<pre>
config.gem 'joelind-state_machine', :lib => ""state_machine"", :source => ""http://gems.github.com""
</pre>",2,"joe ",2,1
201,SaasRamp_Screencast,"SaasRamp issue",1257351820,"Hello Jonathan ,

im integrating your plugin saasramp and i found a issue , when i pay for a plan , i get a descresing balance when and i switch to a lower plan , and then to a higer plan , and so on... is this a expected behavior ?

cheers",2,miguel,2,0
201,SaasRamp_Screencast,"Re: SaasRamp issue",1257569323,"Hi miguel, yes it's the expected behavior if the subscription is active (not in trial), and time has passed between the changes. When you change plans, the unused value (from now to the end of the paid period) is prorated; then the new plan begins from now. 

If you are seeing something different, feel free to email me directly. If you could modify the subscription_spec.rb to demonstrate the problem, that's be great.

Thanks and good luck.",3,linoj,2,0
201,SaasRamp_Screencast,"SaasRamp Screencast",1267326121,"I'm trying to use saasramp to my existing rails app, but I try to use it with ActiveMerchant 1.5.1, but when I run saas_migration I get these errors.

/Library/Ruby/Gems/1.8/gems/rails-2.3.5/lib/rails/gem_dependency.rb:119:Warning:  Gem::Dependency#version_requirements is deprecated and will be removed on or after August 2010.  Use #requirement
/Library/Ruby/Gems/1.8/gems/activesupport-2.3.5/lib/active_support/dependencies. rb:440:in `load_missing_constant': uninitialized constant ActiveMerchant::Billing::PayflowCommonApiGateway (NameError)

Seems to work okay with ActiveMerchant 1.4.1 though.  Any ideas how to correct this so I can use the newer version of ActiveMerchant?",2,Zack,2,0
201,SaasRamp_Screencast,"SaasRamp Screencast",1267328222,"Fixed the first error by editing line 119 of gem_dependency.rb

     def requirement
r = Gem::Dependency.instance_methods.include?(""requirement"") ? super : version_requirements
       (r == Gem::Requirement.default) ? nil : r
     end

But, I still can't get the migrations to run because of the Payflow error.",2,Zack,2,0
197,Husage%3A_A_Better_HughesNet_Usage_Report,"Husage: A Better HughesNet Usage Report",1251606931,"AMAZING! Thank you so much. I hate the FAP, or Unfair Access Policy as I call it. This is truly a godsend. Thank you thank you thank you.",2,Jays,2,0
196,iMac_disk_died,"iMac disk died",1264184872,"Interest blog.  I'm curious why you didn't use Time Machine with the WD ""My Book""?  I've read some posts that indicate the iMac sleep mode doesn't agree with the WD drive.  ",2,"Gene Martin",2,0
196,iMac_disk_died,"iMac disk died",1264427170,"Hi, I'm using Time Machine now, since I upgraded to Snow Leopard.",3,linoj,2,0
195,ReviewRamp_Beta_Escapes%21%21,"ReviewRamp Beta Escapes!!",1246286519,"congrats jon!",2,nap,2,0
193,BaseWithoutTable,BaseWithoutTable,1237404175,"<p>
This is a pretty cool plugin and I like the elegancy of the solution.
</p><p>
However, I noticed that git repo version doesn't seem to support AR::Base callbacks (e.g. after_save). I fixed the issue in my fork, which you're welcome to use: http://github.com/ratnikov/active_record_base_without_table/tree
</p><p>
 I have also fixed the test suite to actually run, changed to use sqlite3 by default (rather than mysql), and added a gem spec.",2,"Dmitry Ratnikov",2,0
191,Self_image,"Self image",1233500070,"uh-oh!  I'm about ten years older than you -- do I look like that????",2,Joanie,2,0
191,Self_image,"Self image",1233516610,"What mirror? I don't see any mirror... and anyway, who are you and why are you sitting next to me???",2,David,2,0
191,Self_image,"Self image",1235072422,"Interesting how what makes us laugh or smile says a lot about the ""truths"" we accept, whether these are assumptions that in ten years we'll look worse or (much) better :) Good stuff.

Btw, I landed on your page thanks to your excellent summary of Crossing the Chasm. Very interesting book; thanks for producing and publishing a summary. And if you're really interested in how the result came up on Google, it was because I searched for ""tech adoption profiling"".

Best regards,

alex :)
http://blog.businessquests.com

PS: your test against bots does not accept the answer ""seven"" and instead wants ""7"", why so?",2,alex,2,0
190,My_NH_Ruby_Presentation,"My NH Ruby Presentation",1232151335,"Re: Slide 10 in your Cucumber presentation:

I think it woudl be better to use (?: ) for the first grouping to avoid capturing a phrase you don't use.  I also find that as you get more and more steps you will find that phrases like 'a ""bar"" link'  will start to conflict with each other.  My suggestion is ot make every phrase an independent clause with a clear subject and action.

Just my thoughts",2,"Antares Trader",2,0
190,My_NH_Ruby_Presentation,"My NH Ruby Presentation",1232200288,"Antares: thanks for the feedback. I've had pretty good luck with phrases like 'a ""bar"" link', because although short, it's tightly constrained by the quotes-space-'link'-end of line match.",3,linoj,2,0
188,Show_me_the_response,"Show me the response",1230402389,"Cool stuff. You should use this instead: http://github.com/brynary/webrat/tree/master/lib/webrat/core/save_and_open_page. rb",2,"Aslak Hellesøy",2,0
188,Show_me_the_response,"Show me the response",1230474244,"Thanks Aslak, you're right, in general. Now I recall why I had to do it this way. The webrat method rewrites the url's for css and img assets. This doesnt work for me, as in some cases, my app goes through controllers for these. I have dynamic css (with embedded erb). And on some pages images go through a controller for authorization and protected access. So I need to put the response html file under public and bring it up through my  server process, rather than opening a local file in a tmp directory.",3,linoj,2,0
185,Eat_Gooey_Cookies,"Eat Gooey Cookies",1228722453,"Nice article. ",2,Maurizio,2,0
180,Render_collection_with_layout,"Render collection with layout",1222876358,"What version of rails does this apply too?  When I call <%= render :partial =>, :collection =>,  :layout => -%> I don't get results like you describe.  I get the layout applied once around the collection (the way you describe the rails default behavior) but the whole thing is repeated for each entry in the collection.",2,"Garrett Berneche",2,0
180,Render_collection_with_layout,"Render collection with layout",1229180197,"Thanks for this, very useful, but I noticed it seems to ignore the :as option, so I have extended it to use this as well:

def render_collection_with_layout( options )
    collection = options.delete(:collection)
    locals = options.delete(:locals) || {}
    as = options.delete(:as)
    collection.collect do |object| 
      locals = locals.merge(as => object) if as
      render options.merge(:object => object, :locals => locals)
    end.join",2,MrJaba,2,0
178,Journey_to_the_Center_of_the_Earth_and_Back_in_One_Day,"Journey to the Center of the Earth and Back in One Day",1220497499,"Nice article!",2,Leon,2,0
176,Refactoring_your_messes,"Refactoring your messes",1220042643,":)

",2,Maurizio,2,0
175,Find_in_textmate,"Find in textmate",1224775003,"for dating ",2,"richelle ",2,0
175,Find_in_textmate,"Re: Find in textmate",1264246438,"eow  guyyz msssssssssssssssta poh hanap lng po textmate mbait at humble cute",2,paul,2,0
174,alias_method_chain_in_a_module,"alias method chain in a module",1218215678,"Happy to see you have begun posting again ... :)
",2,Maurizio,2,0
174,alias_method_chain_in_a_module,"alias method chain in a module",1220509271,"exactly what i need! thanks for the great post. 
- sandeep",2,Anonymous,2,0
174,alias_method_chain_in_a_module,"Saved my bacon",1220944043,"Thanks for this -- it's exactly what I was looking for. :)",2,Foliosus,2,0
174,alias_method_chain_in_a_module,"and for instance methods...",1269019878,"      base.class_eval do
        extend ClassMethods
        alias_method_chain :link_to, :authentication
      end

(leaving off the class << self ... end)",2,korinthe,2,0
174,alias_method_chain_in_a_module,"formatting lost",1269019960,"And for instance methods...

      base.class_eval do<br/>
        extend ClassMethods<br/>
        alias_method_chain :link_to, :authentication<br/>
      end<br/>

(Leaving off the class << self ... end)
",2,korinthe,2,0
170,Surgery_and_prognosis,"Surgery and prognosis",1214450685,"Am reading this at Joanie's.  Knocked out by it all.  I love you.
                        Mom",2,Anonymous,2,0
170,Surgery_and_prognosis,"Surgery and prognosis",1214483070,"oh great, a personal comment from my mother. From My MOTHER! Now how am I gonna delete that??!!! :)",3,linoj,2,0
170,Surgery_and_prognosis,"Surgery and prognosis",1215518367,"It's hard not to respond to in a personal way.

So, impersonally, I'm glad your prognosis is good. As for the ""what now?"" maybe you should add more to Vaporware. How about: how to handle a typical landing page (featured content from multiple other pages and other resources, different look & feel from basic page)?

:)",2,Dji,2,0
170,Surgery_and_prognosis,"Thank you!",1216170548,"Hi,

I stumbled upon your website in the midst of some Django development. I was really drawn in by your posts about your experiences with prostate cancer. I myself have a family history of prostate cancer.

I just wanted to let you know that I really appreciate you sharing your story. I like that you kept what was important--your family--first. The best of luck moving forward.

Mike
",3,linoj,2,1
169,prostate_cancer%21,"prostate cancer!",1214319601,"I've written a follow up article posted here http://www.vaporbase.com/postings/Surgery_and_prognosis ",3,linoj,2,0
169,prostate_cancer%21,"Re: prostate cancer!",1266268318,"Thank you for sharing your story.  It makes it easier for others.
God bless you!!",2,Jb,2,0
169,prostate_cancer%21,"life lessons",1214402169,"Sometimes it takes a personal intense occurrance to remind us to be logical and not wallow in emotion, to count our blessings, and to remember that the field of medicine is really more of an art form than a science.  Positive attitude in all things is what keeps us going,",2,Joanie,2,0
169,prostate_cancer%21,"prostate cancer!",1274826954,"My husband was diagnosed yesterday.Thanks for your story as his prognosis is similar to yours.
I am hopeful now.",2,gw,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1214231799,"I've had some inquiries asking what this is about. Here's the link to the original article this references: http://weblog.jamisbuck.org/2006/10/18/skinny-controller-fat-model
",3,linoj,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1259941551,"Your comments were painful to read.  This has nothing to do with modeling, but the Model View Controller. Hence the Ruby on Rails avatar at the top of the picture.. thank you, linoj, for spreading some light on this.",2,"ugh.. really?",2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1280089028,"man im so fat i just cant loose it please help me",2,nadiya,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1227826456,"<a href=""http://yandex.ru/redir?url=http://www.ricovideo.ru"" target=""_blank"">работа девушкам моделям</a>",2,"Rico Video",2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1229173079,"IM SICK OF SKINNY MODELS BEING USED FOR THE LARGER WOMANS CLOTHING IT MAKES ME SICK TO SEE WOMEN WHO ARE ON THE VERGE OF BECOMING SIZE 0. WHAT MESSAGE DOES THAT GIVE TO YOUNGER KIDS?! ITS DISGUSTING IM SIC OF IT",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1258630485,"i bet your fat",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1261122223,"It's advertising. Clothes look better on small models. If the clothes look better, more people will want to buy the product. If more people want to buy the product then more money is made. It's simple and a business like any other.

Also, designers usually make sample sizes that are usually 2-4. Models who are too small for this standard (aka on the verge of 0) aren't hired for campaigns, just as models who are too large aren't. It's the way the industry operates and always will...no matter how many ads Dove throws together (and even though the effort is appreciated).",2,Seriously?,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1230104835,"im 13 and i think im fat xD skinny controller is like a goal just not the slutty part",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1232665130,"i wish i could look like the skinny girl but how do i no if she has been airbrushed or not ??",2,nicola,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1236521762,"what diffrence does it make if she's been airbrushed or not?",2,Anne,2,0
167,Fat_Model_-_Skinny_Controller,"Re(1): Fat Model - Skinny Controller",1257817893,"because if shes airbrushed, ten that means that shes not realy. so its like aspiring to look like a cartoon",2,jackie,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1234054135,"i am 14 and  i do part time modeling and i i weight 120 pounds and i was told to lose 10 pounds b/c they said i was getting fat. I don't think that is right i think they should have models with a little fat but in a healthy way. 
",2,"does it matter?? ",2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1236144946,"I agree completely. I wouldn't worry about an ounce. Try to live a healthy life and that's all you need.",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1249271533,"Wow, Ferreal? honestly love your fine just the way you are.. you are FAR from a little fat. i wish i was that much. ignore them.",2,Jessica,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1236144802,"Well, we have a bit of a problem. The push for girls to look like ""ideal"" models is strong. I have several friends that have been fighting eating disorders for over a decade (their age range is currently 24-29). At the same time the United States is (I think) THE most over weight country in the world. We have more health issues from being over weight than most people realize and some are willing to admit. Our lives are based around consumerism and  convenience. My personal tastes in women are irrelevant, but I think there are people who will be naturally thin just as there are also people who will be naturally large. It's when we destroy ourselves with our habits, weather based in indulgence or in vanity, that this lifestyle becomes an issue.",2,"Good Lord.....",2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1236522053,"i dun know what u r all talking about the ""skinny controler"" has a healthy weight, u can't see her bones and she even has some curves
",2,x,2,0
167,Fat_Model_-_Skinny_Controller,"Re: Fat Model - Skinny Controller",1239757654,"I totally agree X, the 'skinny"" one isnt all that skinny....she looks great and healthy. ",2,G,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1242760937,"i wish i could look like to skinny one.
i wish i didn't look want to though.
how does she get to be like that ?",2,"Wannabe kid",2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1242864327,"I'm a bit less fat than the first woman, and I think it's okay to be like this! I'm 19 and I have to say that everyone is beautiful in his/her own way.",2,K,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1243182749,"That ""skinny"" controller has a beautiful body... but her outfit is atrocious. ",2,"Obadi Obada",2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1248445325,"Hah, that's great.... especially the comments.",2,Dan,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1249722556,"honestly... i wish i was nether ... i wish we didnt have to fit into a stupid stereotype, yea im fat and i hate my self with every ounce of my soul, but that doesn't mean im going to let the stupid media tell me what i should look like ... i have issues with my body because im not healthy, but with the price of healthy foods i cant afford to eat well. i have to settle with the fast food way of life, because thats all a single mother can afford. im 16 and i cant do a damn thing to help my mother. im out of shape and poor and what can i do ? ... go to high school, hope that i dont kill my self because of being fat, so i can get a job and slave for a one bedroom apartment, and live off of 12 bucks an hour ... sounds like a great life.

i hate skinny people, but i would kill to be one ... ",2,...,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1252989531,"this pic is my thinspiration. im on a 1 meal a day diet and im going weel YES! im so happy im actually losing weight. bt i'm still disgustingly fat. (i'm 1.56cm high and weigh 55kgs-gross i know.)",2,Sophi,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1259942261,"You teenage girls are all fat. go on a diet and stop eating so much fast food.",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1261121764,"I like how irrelevant the comments are to this but for the sake of joining in:

Ew. First off the girl on the right isn't ""curvy"" she's just fat. Secondly the girl on the left is not too skinny you can tell by her arms. To fat people: stop saying idiotic things likes ""I hate skinny people"". Most people aren't naturally skinny and have to work hard to stay slim. I control my cravings and exercise everyday. It sucks sometimes but I don't have to make pathetic excuses for myself. So either do the same or stop bitching.",2,Anonymous,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1263266204,"Ooh this is so stupid! Beauty is in the eye of the beholder, isnt it??? I'm not fat but I'm chubby, and you know what? I dont care! I'm healthy and I have friends and a boyfriend who love me for who I am. The big model with the red bra looks happy. Let her be. The one with the whip is in control. Fearful, scary. It's bad. Just be how you were born~",2,Kat,2,0
167,Fat_Model_-_Skinny_Controller,"Fat Model - Skinny Controller",1275331227,"You lot are sooo funny!!
This had nothing to do with Fat/Skinny people, but everything to do with the Model View Controller or MVC for short.  
IDIOTS!!",2,IDIOTS,2,0
162,List_methods_for_nested_sets,"List methods for nested sets",1205164649,"The version at
http://agilewebdevelopment.com/plugins/betternestedset 
has all the methods listed above",2,"Dr. Serge",2,0
162,List_methods_for_nested_sets,"List methods for nested sets",1205264674,"Actually, the SVN repository listed on that page (http://opensource.symetrie.com/svn/better_nested_set/trunk) is obsolete, and doesn't seem to contain these additions (at least, not in the trunk).  As the first comment on that page indicates, the real, up-to-date repository can be found on RubyForge at:

http://rubyforge.org/scm/?group_id=2290

(Where it looks like Tim Olsen and a number of other developers have thoroughly overhauled the plugin.)

A casual glance indicates that /tags/release-1.0 and /tags/stable don't contain these changes, but /trunk does, mainly as method aliases.  (For instance, higher_item is an alias for previous_sibling, last? is an alias for last_sibling? etc.)",2,"Joseph Riesen",2,0
159,link_to_tag_current,"great web",1222930024,"nice blog, thanks
<a href=""http://forums.ipodhacks.com/showpost.php?p=119421&postcount=2"">buy diflucan</a>",2,Anonymous,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1203761859,"This is good, thank you! I'll leave you a lethal comment next time. :)",2,Ian,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1204287715,"thank you for this patches, but I still cannot get it working. I also applied the patches for the protect_from_forgery bug (http://dev.rubyonrails.org/ticket/10055) but still get InvalidAuthenticityToken

this is my view:

<% for context in @contexts %>
<% @context = context %>
  <tr>
    <td><%= in_place_editor_field :context , :name %></td>
  </tr>
<% end %>
</table>
<br />
<%= will_paginate @contexts %>
",2,Sven,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1204303387,"Sven, i just found an alternative solution to mine, posted within days of this post, which may play better with the 2.0 forgery stuff 
http://www.bizmeetsdev.com/articles/2008/02/09/editable_content_tag",3,linoj,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1204693902,"I'm adding this note (found on the rails wiki) although I havent tried it or integrated it into the helper: 

""In rails 2.0, if you’re trying to submit some crazy AJAX you’ve coded manually and you’re getting an Invalid Authenticity Token error, be sure to add the following to the query string of parameters being submitted:

&authenticity_token=<%= form_authenticity_token %>

form_authenticity_token will generate a valid token that rails needs to validate the request.",3,linoj,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1205864638,"I just tried adding the authenticity_token to the string as you described above, and it works perfectly now.  A heck of a lot easier than the alternatives.  Any known security issues?

Anybody else wonder why in_place_editor would be considered ""crazy AJAX"" ?  Seems pretty mainstream to me...",2,Ken,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1207974241,"Take a look at http://dev.rubyonrails.org/ticket/10055 for an alternative solution for this problem.",2,Brian,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1214101860,"Nice patch, but there is a problem with multi-bytes characters in the value. It could be avoided by using encodeURIComponent() instead of escape().
- js_options['callback']   = ""function(form,value) { return '#{options[:as]}=' + escape(value) }"" if options[:as]
+ js_options['callback']   = ""function(form,value) { return '#{options[:as]}=' + encodeURIComponent(value) }"" if options[:as]

",2,Hiroshi,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1214258690,"Can you help explain the last line in your controller?  

render :text => self.class.attributes.include? attribute ? @foo[attribute] : '(bad attribute)'

This doesn't even allow the page to load for me, and I'm trying to figure out what we're actually doing and what I need to change for my situation.  I basically just changed @foo to @contact, but I think I'm missing something.",2,Nick,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1228997337,"Thank you for the patch.

As far as I can tell your line in the in_place_editor helper overwrites any existing js_options['callback']  as for example introduced when applying the patch http://dev.rubyonrails.org/ticket/10055. 

Using the following gets rid of that:

<pre>if options[:as]
      options[:with] ||= ""Form.serialize(form)""
      options[:with] += "" + '&#{options[:as]}=' + encodeURIComponent(value)""
    end
</pre>",2,Biggles,2,0
158,Restful_In_Place_Editor,"Re: Restful In Place Editor",1229003364,"Handling the data with RJS still raises the problem that after updating the value, the javascript of the RJS is displayed instead of the updated value. I tried to outline the solution to that at http://schotte.twoday.net/stories/5381459/",2,Biggles,2,0
158,Restful_In_Place_Editor,"Restful In Place Editor",1239045695,"SVN url is not working. ",2,"Mohamed Aslam",2,0
157,Choosing_a_Schema_for_Dynamic_Records,"Choosing a Schema for Dynamic Records",1204752692,"note to self: if reconsidering the EAV method, take a look at this plugin to simplify the SQL generation  http://agilewebdevelopment.com/plugins/multi_statement_query",3,linoj,2,0
157,Choosing_a_Schema_for_Dynamic_Records,"Choosing a Schema for Dynamic Records",1211212606,"Wondering how you've done with this approach in the last two months?

I was thinking of your option 3 as well, as I'd like to implement this in an app that would allow a site administrator flexibility in naming the ""columns"" of their app.  So i'd input 15 ""column1"", column2.... for them to rename in their site section of the app.

I'm going to now read the rest of your blog for more updates?

I take it, however, you did go with option 3, yes?",2,nerb,2,0
157,Choosing_a_Schema_for_Dynamic_Records,"Choosing a Schema for Dynamic Records",1218189812,"Hey linoj! You're not on IRC, so I'll post this here. :)

It seems that the EAV model is something people are getting more interested in lately as flexible databases are being needed for all the crazy semantic web stuff people want.

It turns out that it's possible to write an efficient EAV system --  the problem seems to be that everyone was trying to do it using RDBMSes, which happen to have a really complex pipeline for every query (due to all the locking and transactions and query optimization and other misc things). An EAV store can do with a much, much simpler data access pipeline. :) 

Daniel Abadi (http://cs-www.cs.yale.edu/homes/dna/) has totally dug into the current 30-year old RDBMS technology and figured out some really interesting things. This paper is awesome -- http://cs-www.cs.yale.edu/homes/dna/papers/oltpperf-sigmod08.pdf. He shows that 95% of the work that an OLTP database does is wasted (locking/latching/logging/buffer-management), and if you remove all that stuff, and deal with the concurrency and consistency and problems by making the database single-threaded and replicated, you get a ridiculous boost in performance. :)

Here's a great diagram: http://epi.ponzo.net/images/OLTP_overhead.png

Another interesting development is the Freebase.com database called ""graphd"" (http://blog.freebase.com/2008/04/09/a-brief-tour-of-graphd/). It's got good performance (freebase is freakin huge), and the way you query it is neat -- instead of asking for rows, you pass it a (possibly-nested) hash of attribute=>value pairs. If the value is filled in, it finds that, and if a value is nil, that's one of the fields in your result. You basically leave out pieces, and it fills them in. :D

You can see this in action by playing with their query editor: http://www.freebase.com/tools/queryeditor (a nice set of example queries are at the bottom.)

I can see people moving to databases that are similar to what CouchDB et al. are doing -- you store all your data in a homogenous form, but have ""views"" of the data which are kinda like dynamic schema, and generate index structures for performance.",2,epitron,2,0
157,Choosing_a_Schema_for_Dynamic_Records,"Choosing a Schema for Dynamic Records",1218189860,"Goddamn enter-stripping bastard quote system!",2,epitron,2,0
157,Choosing_a_Schema_for_Dynamic_Records,"Re: Choosing a Schema for Dynamic Records",1230973189,"this is amazing ",2,Fine,2,0
